,titleType,primaryTitle,startYear,runtimeMinutes,genres,PolloRating
215120,movie,Eutamnesia,2000,73,Sci-Fi,0.0992608825722645
162725,movie,White Sky,2021,104,"Action,Sci-Fi",0.0991671452927623
239712,movie,CTRL,2018,80,"Horror,Sci-Fi,Thriller",0.09906549789189585
112100,movie,Fairie,2002,75,"Fantasy,Sci-Fi",0.09903212292217005
263205,movie,Escape the Dark,2017,100,"Horror,Sci-Fi",0.09903212292217005
192274,movie,The Return of Post Apocalyptic Cowgirls,2010,80,"Adult,Sci-Fi",0.09901849796022248
234512,movie,Moon Rock City,2017,118,"Adventure,Music,Sci-Fi",0.0990071395186451
94939,movie,Ingenue,1999,\N,"Fantasy,Mystery,Sci-Fi",0.09898506963080286
196228,movie,1000 Kings,2019,90,"Fantasy,Sci-Fi",0.09898506963080286
187101,movie,The Exile,2011,\N,"Action,Horror,Sci-Fi",0.09894103723668632
236511,movie,Game Therapy,2015,97,"Action,Comedy,Sci-Fi",0.09893943441896678
163152,movie,Hunting Grounds,2008,90,"Horror,Sci-Fi",0.09890822329046951
273953,movie,Carbon Copy,2017,\N,Sci-Fi,0.09880981564801589
244129,movie,Returned,2015,90,Sci-Fi,0.09876881295609383
198876,movie,Lost Woods,2012,88,"Action,Sci-Fi,Thriller",0.09867954759008046
210459,movie,Dark by Noon,2013,96,"Drama,Sci-Fi,Thriller",0.09864006339628563
213550,movie,Stranglehold,2014,92,"Drama,Sci-Fi,Thriller",0.09855094617379753
219132,movie,Exodus,2013,74,Sci-Fi,0.0985509461737975
178519,movie,Discontinued,2022,92,"Comedy,Sci-Fi",0.0985509461737975
222209,movie,End of All Things,2016,85,"Sci-Fi,Thriller",0.0985120422669276
140748,movie,Turks in Space,2006,110,"Action,Comedy,Sci-Fi",0.09848003616740601
150261,movie,Shadowplay,2007,85,"Sci-Fi,Thriller",0.09844389483178453
73463,movie,Repligator,1998,86,"Action,Comedy,Sci-Fi",0.09841875601280098
241047,movie,Monochrome: The Chromism,2019,73,"Action,Adventure,Sci-Fi",0.09820042484044518
262037,movie,Hollow Scream,2018,72,"Horror,Sci-Fi",0.09820042484044518
263046,movie,Strega,2019,\N,"Action,Comedy,Sci-Fi",0.09818257686037941
177178,movie,Jurassic Hunt,2021,84,"Action,Adventure,Sci-Fi",0.0981095103974713
273333,movie,A Wakefield Project,2019,88,"Horror,Sci-Fi,Thriller",0.09810446080401228
1493,movie,A Message from Mars,1921,69,"Comedy,Fantasy,Sci-Fi",0.09806923315657401
240732,movie,6 Hours,2015,67,"Action,Sci-Fi,Thriller",0.09803152768218283
94184,movie,Outlaw Prophet,2001,90,Sci-Fi,0.09801787252472634
202292,movie,Time Warrior,2012,90,"Action,Sci-Fi",0.09795286202696615
137114,movie,Project Grey,2007,90,"Sci-Fi,Thriller",0.09790608946670834
254180,movie,Oracle,2017,91,"Drama,Sci-Fi",0.09788735877047403
129106,movie,"Star Jjangga II: Super Betaman, Majingga V",1990,65,"Adventure,Family,Sci-Fi",0.0978452510395033
232154,movie,Portal,2015,\N,"Fantasy,Sci-Fi,Thriller",0.09782852311061165
198172,movie,The Cosmos Conqueror,1981,65,"Action,Animation,Sci-Fi",0.09768203100310022
233514,movie,Supergirl & the Bloody Traces of Stargirl,2014,45,"Action,Horror,Sci-Fi",0.09768203100310022
140137,movie,Recon 2022: The Mezzo Incident,2007,90,Sci-Fi,0.0976517157089514
240541,movie,Trash on Mars,2018,84,"Comedy,Sci-Fi",0.09764814678387267
185399,movie,Alien Vengeance,2010,91,"Horror,Sci-Fi",0.09764814678387267
151522,movie,Xenoa,2007,\N,"Action,Fantasy,Sci-Fi",0.09761236573404707
7000,movie,Die Welt ohne Maske,1934,111,"Comedy,Sci-Fi",0.09761236573404707
210641,movie,Alien Protocol,2013,89,"Drama,Sci-Fi",0.09761236573404707
251011,movie,The Future,2011,86,"Comedy,Sci-Fi",0.09761236573404707
160858,movie,After Last Season,2009,93,"Animation,Drama,Sci-Fi",0.09759781012073643
272158,movie,Secret of Bigfoot,1980,81,Sci-Fi,0.09757849473205661
172107,movie,Lunamancer,2021,71,"Fantasy,Sci-Fi",0.09757849473205661
262448,movie,G.I.A.,2018,46,"Action,Comedy,Sci-Fi",0.09757849473205661
221044,movie,The Vanished,2016,\N,"Drama,Sci-Fi,Thriller",0.09757849473205661
145849,movie,Slices,2008,108,"Horror,Sci-Fi",0.0975288667470604
276488,movie,The Root of Perfection,2022,\N,"Comedy,Drama,Sci-Fi",0.09749235143937568
190965,movie,All the President's Favorite Foods,2010,99,"Adventure,Comedy,Sci-Fi",0.09740864549721644
256316,movie,Space People 2,2017,108,"Comedy,Sci-Fi",0.09740864549721644
130414,movie,Gargaroth,2004,45,"Comedy,Sci-Fi",0.09740864549721644
189797,movie,The Zombie Hero,2010,95,"Action,Comedy,Sci-Fi",0.09740864549721644
207435,movie,Tympanum,2012,78,"Drama,Sci-Fi",0.09740362342658355
269990,movie,Eclipse: The Rise of Ink,2018,81,"Action,Adventure,Sci-Fi",0.09735819885875427
188799,movie,Pandemia,2012,90,"Adventure,Drama,Sci-Fi",0.09735545212486119
212431,movie,Yume no kayoiji,2013,85,"Drama,Romance,Sci-Fi",0.09724848946184139
215364,movie,Vitaminac,2012,\N,Sci-Fi,0.09724848946184139
227353,movie,Deadfall: Ground Zero,2018,\N,"Action,Horror,Sci-Fi",0.09717367397200351
229696,movie,L'altro Adamo,2014,83,"Sci-Fi,Thriller",0.09717367397200351
200901,movie,Attack of the Alien Jelly Monsters from the Depths of Uranus,2011,\N,"Comedy,Horror,Sci-Fi",0.09717367397200351
272441,movie,The Secret of Immortal Code,2018,88,"Action,Horror,Sci-Fi",0.09717367397200351
158029,movie,Green Eyed Monster,2007,84,"Horror,Mystery,Sci-Fi",0.09716512709535327
267399,movie,Du wen,1992,91,"Drama,Horror,Sci-Fi",0.09714307551417184
214927,movie,Wastelander,2018,90,"Action,Adventure,Sci-Fi",0.09712621380581912
114290,movie,Scorpion,1989,106,"Horror,Sci-Fi",0.09705829710881393
186880,movie,Rifftrax: Super Mario Bros.,2014,104,"Comedy,Sci-Fi",0.0970478096266117
183737,movie,Rabbids Escape,2021,\N,"Action,Sci-Fi",0.0970478096266117
216210,movie,Nocturne Six,2014,80,"Horror,Sci-Fi,Thriller",0.09702280590544642
166832,movie,Monster Hunters,2020,88,"Action,Sci-Fi,Thriller",0.09701416392451162
257879,movie,Mighty Raju,2015,60,"Action,Animation,Sci-Fi",0.09700991988079856
277192,movie,The Rise of Sir Longbottom,2021,73,"Action,Comedy,Sci-Fi",0.09700313870653718
238844,movie,The Broken Key,2017,125,"History,Sci-Fi,Thriller",0.09694406245147813
84636,movie,News Traveler,1998,\N,Sci-Fi,0.09687976562758871
169186,movie,It Came from Over Yonder,2008,82,"Comedy,Sci-Fi",0.09687976562758871
196357,movie,6 Angels,2002,100,"Action,Animation,Sci-Fi",0.09671574219370568
47830,movie,Las fantasías de Cuny,1984,92,"Fantasy,Sci-Fi",0.0966949620594646
168467,movie,Wu Lin: The Society,2022,\N,"Action,Crime,Sci-Fi",0.0966949620594646
155222,movie,The Coming,1981,52,"Drama,Sci-Fi",0.09665479869568168
170094,movie,The One,2020,92,"Comedy,Drama,Sci-Fi",0.09665479869568168
197130,movie,Alien Armageddon,2011,95,Sci-Fi,0.09653677337590011
177616,movie,Ape vs. Monster,2021,88,"Action,Adventure,Sci-Fi",0.09651986720316208
61700,movie,Buljong,1995,74,"Drama,Sci-Fi",0.09648473913983366
124666,movie,Mixed-Up Hong Kil-dong,1990,86,"Action,Fantasy,Sci-Fi",0.09648473913983366
139314,movie,Firestar: First Contact,1991,94,Sci-Fi,0.0962848941929747
156544,movie,Neon Detroit Knights,2019,89,Sci-Fi,0.09626731166212635
74407,movie,Of Tomorrows Unknown,1991,\N,"Action,Sci-Fi",0.09626731166212635
99548,movie,Deham,2001,120,"Drama,Sci-Fi",0.09620449507442139
258374,movie,Terra Solanum,2014,100,"Horror,Sci-Fi,Thriller",0.09617488723073547
196392,movie,Curse of the Re-Animator,2022,\N,"Horror,Sci-Fi",0.09617488723073547
254209,movie,Red Hand,2017,\N,Sci-Fi,0.09617488723073547
154695,movie,Fiesta Nibiru,2019,71,"Comedy,Horror,Sci-Fi",0.09616134950096861
220725,movie,LifeRaft,2016,81,"Horror,Sci-Fi,Thriller",0.09616134950096861
204887,movie,The Freedom of Silence,2011,96,"Drama,Sci-Fi,Thriller",0.0960922046002013
157100,movie,Iron Girl: Final Wars,2019,90,"Action,Sci-Fi",0.0960492412102544
127996,movie,Creature of the Walking Dead,1965,74,"Horror,Sci-Fi",0.09591639847714833
240114,movie,Back to the Siam,2013,95,"Animation,Sci-Fi",0.09591031677510946
77095,movie,Prin to telos tou kosmou,1996,126,Sci-Fi,0.09591031677510946
270171,movie,Alien Siege,2018,85,"Action,Adventure,Sci-Fi",0.09590931931014575
226732,movie,The Arrival,2014,45,Sci-Fi,0.09588991686420571
93672,movie,Dospeláci muzou vsechno,1970,83,"Comedy,Family,Sci-Fi",0.09578516807226285
195455,movie,27 Down,2009,116,"Drama,Sci-Fi",0.09575172471282975
135389,movie,Wooly Booly: Ang classmate kong alien,1989,\N,"Comedy,Sci-Fi",0.09573520485454616
243210,movie,Dickshark,2016,200,"Comedy,Sci-Fi",0.09571052535742514
158025,movie,RiffTrax: Star Wars: The Last Jedi,2018,\N,"Action,Comedy,Sci-Fi",0.0955288523239742
232311,movie,The Benders,2014,95,"Action,Drama,Sci-Fi",0.09551190929287995
163876,movie,Triptosane,2010,84,Sci-Fi,0.09551190929287995
277803,movie,Computer Hackers,2019,90,Sci-Fi,0.09549986221509663
165998,movie,Chuck Lawson and the Night of the Invaders,2020,85,"Action,Comedy,Sci-Fi",0.09549986221509663
54206,movie,Princess Warrior,1989,83,"Comedy,Romance,Sci-Fi",0.09549598917208671
182546,movie,Mutation on Mars,2021,74,"Drama,Sci-Fi",0.09537268632487174
97443,movie,Mutants in Paradise,1984,\N,"Comedy,Sci-Fi",0.09534983444076735
162633,movie,The Noble Experiment,1955,\N,"Comedy,Sci-Fi",0.09534020842536194
205651,movie,Apocalypse Kiss,2014,101,Sci-Fi,0.09534020842536194
205775,movie,The Diana Clone,2017,94,"Comedy,Sci-Fi,Thriller",0.09532721353892658
97042,movie,A léleklátó sugár,1918,60,Sci-Fi,0.09532721353892658
46788,movie,El E.T.E. y el Oto,1983,70,"Comedy,Sci-Fi",0.09526591463467092
277528,movie,Crystal's Shadow,2019,87,Sci-Fi,0.09526591463467092
148607,movie,Termination,2019,85,"Action,Horror,Sci-Fi",0.09526179800842494
167561,movie,Battle in Space: The Armada Attacks,2021,90,"Action,Sci-Fi",0.09525349102931051
274844,movie,The Strangers,2019,\N,"Sci-Fi,Thriller",0.09520734725854975
277677,movie,Cowgirls vs. Pterodactyls,2021,73,"Action,Sci-Fi,Western",0.095183036760714
248791,movie,Doctor Who: El Mundo Imperfecto,2013,45,Sci-Fi,0.0950958503296223
30401,movie,El rayo desintegrador,1966,81,"Adventure,Comedy,Sci-Fi",0.0950958503296223
188052,movie,When London Sleeps It Came Alive,2010,74,"Comedy,Sci-Fi",0.09485242671997725
39433,movie,Monismanien 1995,1975,97,"Drama,Sci-Fi",0.09481849401849106
162511,movie,Monster,2020,70,"Adventure,Sci-Fi,Thriller",0.09475387523240791
167250,movie,A Report on the Party and the Guests,2020,79,Sci-Fi,0.09475387523240791
227601,movie,Apex Rising,2016,116,"Crime,Drama,Sci-Fi",0.09475387523240791
209683,movie,Night Sights,2011,89,"Drama,Family,Sci-Fi",0.0947029221956143
181157,movie,Terrible Things,2010,90,"Action,Horror,Sci-Fi",0.0946913930164411
141790,movie,Crops,2006,100,"Action,Adventure,Sci-Fi",0.0946913930164411
69469,movie,Space Freaks from Planet Mutoid,1995,\N,Sci-Fi,0.0946913930164411
237845,movie,Inside Ben,2017,88,"Drama,Horror,Sci-Fi",0.0946913930164411
136370,movie,Purple Glow,2005,78,"Horror,Sci-Fi",0.09462161438594642
245985,movie,Invasion Earth,2016,106,Sci-Fi,0.09451723422027185
221263,movie,Beyond the Dark,2014,105,"Horror,Sci-Fi,Thriller",0.0943896892574112
268568,movie,Dark Winter,2018,90,"Horror,Sci-Fi,Thriller",0.09435485807849972
111830,movie,Cyber Seeker,1993,90,"Action,Sci-Fi",0.09435485807849972
194588,movie,Dimensions of Failure,2010,51,"Comedy,Mystery,Sci-Fi",0.09432733419492048
85968,movie,Slaveworld,1995,\N,Sci-Fi,0.09421371905164086
80615,movie,Raki II: Raki vs. Nemesis,1996,91,"Family,Sci-Fi",0.09416169064730923
124885,movie,Planetfall,2005,90,"Action,Sci-Fi,Western",0.09408161262962168
186254,movie,The Brides of Sodom,2013,119,"Fantasy,Horror,Sci-Fi",0.09403143530826227
79017,movie,Facelift,1984,90,"Musical,Sci-Fi",0.09399211043960728
214120,movie,Dignity,2013,80,"Fantasy,Horror,Sci-Fi",0.09393144099792317
100487,movie,Lethal Combat,1999,\N,"Action,Sci-Fi",0.09393144099792317
268465,movie,Alien Prophecy,2020,89,Sci-Fi,0.09393144099792317
72469,movie,Earth Minus Zero,1996,81,"Comedy,Family,Sci-Fi",0.09392403262324261
224678,movie,Prelude to Infusco,2014,148,"Action,Drama,Sci-Fi",0.09385804397504527
79366,movie,Equinozio,1971,90,"Drama,Sci-Fi",0.09385804397504525
72998,movie,Light Speed,1998,\N,"Horror,Sci-Fi",0.09384171204673004
238684,movie,Ana,2015,65,"Horror,Music,Sci-Fi",0.09377532912391849
56717,movie,Poltergeyst-90,1991,75,"Drama,Mystery,Sci-Fi",0.09371060057183739
178614,movie,Keun Dunia Ru Asila Bandhu,2009,\N,Sci-Fi,0.09369500932950428
9704,movie,Flight to Fame,1938,67,"Action,Drama,Sci-Fi",0.09369500932950428
237658,movie,Ekstrasens,1992,119,"Adventure,Sci-Fi",0.09369500932950428
159989,movie,The Ghost Tank,2020,97,"Fantasy,Horror,Sci-Fi",0.09363078767199576
227273,movie,Allegiance of Powers,2016,83,Sci-Fi,0.09362771207717799
105646,movie,The Beginning of the End of the World,1971,\N,"Documentary,Sci-Fi",0.09353690196356292
143579,movie,Litorra,2006,76,Sci-Fi,0.09353690196356292
202962,movie,Encarta IV: Dark Hope,2008,100,Sci-Fi,0.09353690196356292
172756,movie,CX2: The Movie,2008,87,Sci-Fi,0.09353690196356292
160440,movie,Tuko sa Madre Kakaw,1959,\N,"Fantasy,Sci-Fi",0.09353690196356292
229038,movie,Space Force 2911,2015,91,"Adventure,Animation,Sci-Fi",0.0935251942345849
193964,movie,"Hank, Aaron and the Alien from Outer Space",2009,107,"Comedy,Sci-Fi",0.09350674287872035
166990,movie,Bigfoot vs the Illuminati,2020,76,"Animation,Horror,Sci-Fi",0.0935016541264125
169958,movie,Tethered,2021,87,"Drama,Mystery,Sci-Fi",0.0934892791910275
234554,movie,Lumber vs. Jack,2014,86,"Comedy,Horror,Sci-Fi",0.09346916843376271
268067,movie,Rogue,2018,\N,Sci-Fi,0.09340851676561376
197237,movie,Zombex,2013,81,"Horror,Sci-Fi,Thriller",0.09332421610159138
189864,movie,Parasitic,2012,79,"Horror,Sci-Fi",0.09328405252648773
247514,movie,Mount Adams,2021,94,"Action,Adventure,Sci-Fi",0.09326686075184373
57396,movie,Dark Vengeance,1992,92,"Action,Sci-Fi",0.09322633434574709
48067,movie,Listen to the City,1984,78,"Drama,Sci-Fi",0.09311236565971921
54257,movie,Cyber-C.H.I.C.,1990,102,"Action,Comedy,Sci-Fi",0.09305568735872988
221089,movie,Andrea Perron: House of Darkness House of Light,2013,119,Sci-Fi,0.09302713005488666
169472,movie,Dinosaur Hotel,2021,77,"Horror,Mystery,Sci-Fi",0.0929775335457085
191218,movie,Qualia,2012,102,"Drama,Sci-Fi,Thriller",0.09291946353529479
260073,movie,Welcome to the Rubber Room,2017,75,"Comedy,Sci-Fi",0.09291946353529479
153173,movie,Beta,2007,\N,"Drama,Sci-Fi",0.09291123028280278
232211,movie,Wonogawa,2014,114,Sci-Fi,0.09291123028280278
194149,movie,Space Tours: Mission E.V.A.,2010,95,"Comedy,Sci-Fi",0.09291123028280278
199265,movie,Captain of Cosmos,1979,80,"Action,Animation,Sci-Fi",0.09278182609556382
172589,movie,Spider in the Attic,2021,83,"Horror,Sci-Fi",0.0927073012722689
94687,movie,Stealth Hunters,1991,\N,"Horror,Sci-Fi",0.0926613855210403
267684,movie,Slimoids,2018,50,"Comedy,Horror,Sci-Fi",0.09264655633114058
169485,movie,Asteroid-a-Geddon,2020,87,"Action,Sci-Fi",0.09257220965182143
189430,movie,Zombie Epidemic,2009,90,"Comedy,Horror,Sci-Fi",0.09253821322235563
192757,movie,Almost Human,2011,\N,"Horror,Mystery,Sci-Fi",0.09253821322235563
223918,movie,Alien Theory,2019,100,"Action,Sci-Fi,Thriller",0.09253821322235563
192541,movie,Project-X,2010,80,"Horror,Sci-Fi",0.09253821322235563
153106,movie,Melchiad Koloman,1920,\N,Sci-Fi,0.09249783058401723
169245,movie,Let's Dream,2021,94,"Horror,Sci-Fi,Thriller",0.09242006555227554
100468,movie,Hostile Environment,1999,96,"Action,Sci-Fi",0.09229726190486003
66333,movie,Fire Fight,1988,86,Sci-Fi,0.09223408312934615
205822,movie,Origins III: Destiny,2012,\N,"Action,Drama,Sci-Fi",0.09223211765672007
209048,movie,Wonder House,2012,70,Sci-Fi,0.09223211765672007
198244,movie,Sturmaz (Acto y tempestad),2011,\N,Sci-Fi,0.09223211765672007
176715,movie,Time,2021,56,Sci-Fi,0.09222249460481483
212504,movie,Kame Koummando,2012,83,"Action,Drama,Sci-Fi",0.09219541914528112
160692,movie,Moon Dust,2013,90,"Comedy,Sci-Fi",0.09219541914528112
119568,movie,Jaithra Yaathra,1987,\N,Sci-Fi,0.09219541914528112
151261,movie,Perazhagi ISO,2019,108,"Comedy,Drama,Sci-Fi",0.0920817763724687
94691,movie,Super-Coming,1995,\N,"Comedy,Musical,Sci-Fi",0.09203874895495703
228277,movie,Dog Men,2014,67,Sci-Fi,0.09203874895495703
85464,movie,Sex World Girls,1987,94,"Adult,Sci-Fi",0.09203874895495703
147937,movie,The Outsider,2007,81,Sci-Fi,0.09203874895495703
161260,movie,Attack of the Giant Teacher,2019,70,"Comedy,Fantasy,Sci-Fi",0.09198088309554436
170763,movie,Alien Presence,2009,86,"Sci-Fi,Thriller",0.09198088309554434
200203,movie,All One Moment,2011,87,Sci-Fi,0.09197795359750355
170461,movie,Triassic Hunt,2021,86,"Action,Horror,Sci-Fi",0.09190434753096688
121793,movie,Unearthed,2004,126,"Horror,Sci-Fi",0.09190434753096688
207693,movie,Alien Babes in Heat,2012,\N,"Horror,Romance,Sci-Fi",0.09170149849270631
175168,movie,Redemption 101,2007,\N,Sci-Fi,0.09167327733207878
202361,movie,The Wonderland Express,2011,76,"Comedy,Drama,Sci-Fi",0.09151159287566912
210060,movie,Project Breakwater,2012,62,"Action,Sci-Fi,Thriller",0.09151159287566912
120181,movie,Kalachakram,2002,\N,"Adventure,Drama,Sci-Fi",0.09151159287566912
206957,movie,Battle Earth,2013,85,"Action,Sci-Fi,War",0.09148431252470662
272079,movie,Last Call in the Dog House,2021,89,"Drama,Sci-Fi",0.09147751755093692
105455,movie,El gran marciano,2001,111,"Comedy,Sci-Fi",0.09144335138813808
257319,movie,Landing Lake,2017,102,"Horror,Mystery,Sci-Fi",0.09134980078867741
42189,movie,The Lucifer Complex,1978,91,Sci-Fi,0.09130835605958398
62536,movie,Poslední presun,1995,\N,"Drama,Sci-Fi",0.09128312555401978
110383,movie,Borg War 3,1998,118,Sci-Fi,0.09128312555401978
115424,movie,La venganza de Huracán Ramirez,1969,87,"Fantasy,Sci-Fi",0.09127073636705736
170355,movie,Scars of Youth,2008,82,"Fantasy,Sci-Fi",0.09119211877412357
261708,movie,The Kingdom of Var,2019,81,"Horror,Sci-Fi,Thriller",0.0911691906414084
193653,movie,Time-Men,2009,86,Sci-Fi,0.09112447585428733
221798,movie,Quadrant 9EV9,2016,88,"Action,Horror,Sci-Fi",0.09110108739872985
264376,movie,Ascendance,2017,84,Sci-Fi,0.09109620255912516
272389,movie,The Killing House,2018,80,"Action,Horror,Sci-Fi",0.09107076297318517
51617,movie,The Occultist,1988,82,"Action,Horror,Sci-Fi",0.09098232152494848
205814,movie,La Extramigrante,2012,\N,Sci-Fi,0.090914735797402
136968,movie,The Utilizer,1996,\N,Sci-Fi,0.090914735797402
100668,movie,Sex Odyssey,1970,60,Sci-Fi,0.090914735797402
82085,movie,La jaula,2000,\N,"Horror,Sci-Fi,Thriller",0.09084894337122512
202916,movie,Transfer,2012,90,"Drama,Romance,Sci-Fi",0.09084894337122512
63320,movie,Deadly Contact,1996,\N,"Horror,Sci-Fi",0.09084894337122512
198564,movie,"100, 000 Zombie Heads",2012,88,Sci-Fi,0.09072486910434178
266844,movie,Disruption,2019,62,"Drama,Sci-Fi",0.09070831109431526
206404,movie,Kazachya byl,1999,78,"Adventure,History,Sci-Fi",0.09069595080029581
146584,movie,Mohyla,2019,74,"Adventure,Family,Sci-Fi",0.09041900523144415
205658,movie,Dirty Bomb,2012,80,"Action,Sci-Fi,Thriller",0.09041900523144415
138672,movie,Millennium Crisis,2007,85,"Sci-Fi,Thriller",0.09035565011750547
53366,movie,Alien Seed,1989,88,Sci-Fi,0.09026195464730111
95035,movie,Merikes ton protimoun... ilektroniko,1986,87,"Comedy,Sci-Fi",0.09024178593562658
73362,movie,Total Force,1996,93,"Action,Sci-Fi",0.09020293437502425
191380,movie,Moon Crash,2022,89,"Adventure,Sci-Fi",0.0901670713183129
176794,movie,Giant Woman vs. Big Octopus,2011,71,Sci-Fi,0.0901556977686029
233748,movie,Cast Out Onto Earth,2017,70,"Sci-Fi,Thriller",0.0901556977686029
222066,movie,Unhuman,2004,\N,Sci-Fi,0.0901556977686029
276906,movie,Animal Rescue Squad,2019,105,"Family,Fantasy,Sci-Fi",0.0901556977686029
275294,movie,The Movie Drive Head Tomica Hyper Rescue,2018,58,"Action,Animation,Sci-Fi",0.09010372221604344
180612,movie,Journey to the West,2021,111,"Comedy,Sci-Fi",0.09010372221604344
80325,movie,The Trial of Madmen,1962,115,"Drama,Sci-Fi",0.09010372221604344
214519,movie,Cold Dark Mirror,2015,85,"Action,Adventure,Sci-Fi",0.09010372221604344
233649,movie,Ghawar the Football Player,1972,110,"Comedy,Romance,Sci-Fi",0.09001763095634302
246766,movie,Ekspiriens,2015,90,"Drama,Sci-Fi",0.09001763095634302
266379,movie,Dream Runner,2020,108,"Crime,Drama,Sci-Fi",0.08998900872763985
132652,movie,Space Case,1992,81,"Comedy,Sci-Fi",0.08995682336561904
249091,movie,Crocodylus,2017,100,"Horror,Sci-Fi",0.08995060287251808
174456,movie,Dancing on the Dark Side of the Moon,2021,61,Sci-Fi,0.08991103700915404
229470,movie,Harker: The Awakening,2017,92,Sci-Fi,0.0898398117854372
119508,movie,Zoo Ship,1985,\N,Sci-Fi,0.0898398117854372
149095,movie,Yamata no Orochi no Gyakushu,1985,72,Sci-Fi,0.08976922390461582
175803,movie,Trans,2021,93,"Fantasy,Mystery,Sci-Fi",0.08970798765590836
154853,movie,Beyond Paranormal,2021,102,"Horror,Sci-Fi",0.08966584253386159
223685,movie,All Tomorrow's Children,2017,48,"Drama,Sci-Fi,Thriller",0.0895875661875344
220811,movie,Pink Zone,2014,90,"Drama,Romance,Sci-Fi",0.08955780613244474
