,titleType,primaryTitle,startYear,runtimeMinutes,genres,PolloRating
155644,movie,Alien Trespass,2009,90,"Comedy,Horror,Sci-Fi",0.3201467316442779
60488,movie,Guyver: Dark Hero,1994,127,"Action,Horror,Sci-Fi",0.3201130693021519
27045,movie,It Happened Here,1964,101,"Drama,Sci-Fi,War",0.3200812289359159
121879,movie,Moon Child,2003,120,"Action,Drama,Sci-Fi",0.32003542854022426
32116,movie,The Sorcerers,1967,86,"Horror,Sci-Fi",0.31999439564768706
270618,movie,Divine Love,2019,101,"Drama,Sci-Fi",0.3197679949503175
30031,movie,Dr. Who and the Daleks,1965,82,"Adventure,Drama,Sci-Fi",0.3197545757157321
134223,movie,The Butterfly Effect 2,2006,92,"Drama,Sci-Fi,Thriller",0.31952744604655103
46279,movie,The Prize of Peril,1983,98,"Action,Drama,Sci-Fi",0.3192126550540929
33271,movie,The Bed Sitting Room,1969,90,"Comedy,Sci-Fi",0.319107729263441
199216,movie,Atlas Shrugged II: The Strike,2012,111,"Drama,Mystery,Sci-Fi",0.31900210138540364
243089,movie,Hostile,2017,83,"Drama,Horror,Sci-Fi",0.31893588943470624
43357,movie,Prophecy,1979,102,"Horror,Sci-Fi,Thriller",0.31878249421799204
267058,movie,Okka Kshanam,2017,150,"Action,Romance,Sci-Fi",0.3187562553469722
56002,movie,Body Parts,1991,88,"Horror,Sci-Fi,Thriller",0.31844618559266047
70337,movie,Supernova,2000,90,"Horror,Sci-Fi,Thriller",0.3184290316925629
167362,movie,Mother/Android,2021,110,"Drama,Sci-Fi,Thriller",0.3182062615756138
224423,movie,Terminus,2015,94,"Drama,Sci-Fi",0.31817249817342336
250564,movie,Bleeding Steel,2017,109,"Action,Sci-Fi,Thriller",0.3181357836272047
143574,movie,Fascisti su Marte,2006,100,"Comedy,Sci-Fi",0.31812343402988696
208327,movie,Sync,2012,103,"Action,Sci-Fi",0.3180217679247604
60264,movie,Death Machine,1994,99,"Action,Horror,Sci-Fi",0.31787874876107036
169086,movie,Backlight,2010,90,"Drama,Mystery,Sci-Fi",0.3178129648238198
28777,movie,The Mouse on the Moon,1963,82,"Comedy,Romance,Sci-Fi",0.3176243204334417
29983,movie,Crack in the World,1965,96,"Action,Drama,Sci-Fi",0.31757196156599504
47370,movie,Spacehunter: Adventures in the Forbidden Zone,1983,90,"Action,Adventure,Sci-Fi",0.3175476252138591
63641,movie,The Island of Dr. Moreau,1996,96,"Horror,Sci-Fi,Thriller",0.31737845276151794
105930,movie,Mutant Aliens,2001,81,"Animation,Comedy,Sci-Fi",0.31711569194510203
274803,movie,Excursion,2018,85,"Mystery,Sci-Fi,Thriller",0.31694107306267655
59738,movie,Ticks,1993,85,"Horror,Sci-Fi",0.316926088214582
249762,movie,It Stains the Sands Red,2016,92,"Drama,Horror,Sci-Fi",0.31676085566548157
149215,movie,Executive Order,2020,103,"Drama,Sci-Fi",0.31657567094751493
233006,movie,Sum of Histories,2015,86,"Drama,Romance,Sci-Fi",0.3164805492158239
263419,movie,Tik Tik Tik,2018,130,"Action,Adventure,Sci-Fi",0.31642984183743894
23941,movie,Not of This Earth,1957,67,"Horror,Sci-Fi",0.31635127908203065
146335,movie,Snatchers,2019,96,"Comedy,Horror,Sci-Fi",0.316201404035932
43044,movie,Saturn 3,1980,88,"Adventure,Horror,Sci-Fi",0.31613055169660054
213431,movie,The Infinite Man,2014,85,"Comedy,Fantasy,Sci-Fi",0.316126804505793
170743,movie,In the Earth,2021,107,"Horror,Mystery,Sci-Fi",0.3160647182447341
27138,movie,Master of the World,1961,102,"Adventure,Sci-Fi",0.3157360875981206
213497,movie,No Men Beyond This Point,2015,80,"Comedy,Drama,Sci-Fi",0.31551465785707966
205408,movie,Vanishing Waves,2012,124,"Romance,Sci-Fi,Thriller",0.3154764429363564
215049,movie,LFO,2013,94,"Drama,Sci-Fi",0.3151495453098188
219971,movie,Reaper,2014,90,"Crime,Horror,Sci-Fi",0.3150550224838972
234454,movie,The White King,2016,89,"Drama,Sci-Fi",0.3149406519711924
254402,movie,The Gateway,2018,90,Sci-Fi,0.31488239109968486
38089,movie,The Cars That Ate Paris,1974,91,"Comedy,Horror,Sci-Fi",0.3145111935151519
56785,movie,Robot Jox,1989,85,"Action,Sci-Fi,Thriller",0.3144940284901398
198868,movie,Flight 7500,2014,80,"Drama,Horror,Sci-Fi",0.31443347151525575
258150,movie,Phoenix Forgotten,2017,87,"Horror,Mystery,Sci-Fi",0.3138207555835307
278750,movie,Implanted,2021,96,"Sci-Fi,Thriller",0.31375584466802386
52984,movie,Return of the Killer Tomatoes!,1988,98,"Comedy,Horror,Sci-Fi",0.3127398543100652
135195,movie,Khottabych,2006,92,"Comedy,Fantasy,Sci-Fi",0.31272935071000074
259565,movie,Occupation,2018,119,"Action,Drama,Sci-Fi",0.3126495170691675
47140,movie,Nightmares,1983,99,"Horror,Sci-Fi",0.3125382274985328
267090,movie,Amazing Stories,1986,111,"Adventure,Fantasy,Sci-Fi",0.3125171880684828
156534,movie,Tell Tale,2009,93,"Drama,Horror,Sci-Fi",0.3122010884752152
8273,movie,The Man Who Lived Again,1936,66,"Horror,Sci-Fi",0.3121521221608339
11132,movie,Buck Rogers,1939,237,"Adventure,Family,Sci-Fi",0.31214015864342937
164526,movie,Moonshot,2022,104,"Comedy,Romance,Sci-Fi",0.3120915804080194
207429,movie,The Land of Hope,2012,133,"Drama,Sci-Fi",0.311908340012946
64601,movie,Batman & Robin,1997,125,"Action,Sci-Fi",0.3114483822293214
236317,movie,Cities of Last Things,2018,106,"Crime,Drama,Sci-Fi",0.3111882942649705
59366,movie,Nemesis,1992,95,"Action,Sci-Fi,Thriller",0.3110308038313124
217875,movie,Jeff Wayne's Musical Version of the War of the Worlds Alive on Stage! The New Generation,2013,118,"Musical,Sci-Fi",0.3109251416890248
31092,movie,The Diabolical Dr. Z,1966,86,"Horror,Sci-Fi",0.31080937876240416
172096,movie,Zenith,2010,93,"Sci-Fi,Thriller",0.31076943994508294
39994,movie,How About a Plate of Spinach?,1977,86,"Comedy,Sci-Fi",0.3106779446528598
38717,movie,Space Is the Place,1974,82,"Music,Sci-Fi",0.3101837943202283
199079,movie,Memory Lane,2012,70,"Crime,Sci-Fi,Thriller",0.3101778007133965
192498,movie,Einstein's God Model,2016,89,"Drama,Sci-Fi,Thriller",0.31008809812588933
152957,movie,Eden Log,2007,98,"Horror,Mystery,Sci-Fi",0.3099934072898456
157398,movie,Mutants,2009,95,"Drama,Horror,Sci-Fi",0.3099581330567425
53679,movie,Hard to Be a God,1989,119,"Adventure,Drama,Sci-Fi",0.3099153364801481
45058,movie,The Incredible Shrinking Woman,1981,88,"Comedy,Sci-Fi",0.3097613518017757
22697,movie,The Creature Walks Among Us,1956,78,"Horror,Sci-Fi",0.3095739968296476
279017,movie,Code Geass: Lelouch of the Rebellion - Emperor,2018,120,"Action,Animation,Sci-Fi",0.3095628294467667
32452,movie,Countdown,1967,101,"Sci-Fi,Thriller",0.3093089169224666
73146,movie,The Rage: Carrie 2,1999,104,"Drama,Horror,Sci-Fi",0.30915409906846536
413,movie,"20,000 Leagues Under the Sea",1916,105,"Action,Adventure,Sci-Fi",0.30912464955717994
34516,movie,The Horror of Frankenstein,1970,95,"Horror,Sci-Fi",0.3088690081727371
128238,movie,Cutie Honey,2004,94,"Adventure,Comedy,Sci-Fi",0.3085878288484773
26315,movie,The Lost World,1960,97,"Adventure,Fantasy,Sci-Fi",0.3085399222265594
241808,movie,The Whispering Star,2015,100,Sci-Fi,0.30850821851632715
246781,movie,Alien Code,2018,97,"Mystery,Sci-Fi,Thriller",0.30844613899216794
145832,movie,Before the Fall,2008,97,"Crime,Drama,Sci-Fi",0.3082558106488189
166429,movie,Simulation Theory Film,2020,90,"Music,Sci-Fi",0.30813729746836077
46346,movie,The Sender,1982,91,"Drama,Horror,Sci-Fi",0.30807159821069335
32736,movie,"Goke, Body Snatcher from Hell",1968,84,"Horror,Sci-Fi",0.30802012777155846
242597,movie,Infinitium,2017,112,"Action,Sci-Fi",0.3077473602863396
269324,movie,Code Geass: Lelouch of the Rebellion I - Initiation,2017,135,"Action,Animation,Sci-Fi",0.3074471647153931
252795,movie,Mobile Suit Gundam Thunderbolt: December Sky,2016,70,"Animation,Sci-Fi,War",0.30742041546954557
196942,movie,Haunters,2010,119,"Action,Sci-Fi,Thriller",0.30690972672992284
62363,movie,August in the Water,1995,117,"Drama,Sci-Fi",0.30687578788007047
30277,movie,"Die, Monster, Die!",1965,80,"Horror,Mystery,Sci-Fi",0.306777507833542
206547,movie,When Time Becomes a Woman,2012,73,"Drama,Mystery,Sci-Fi",0.30659221999209785
165361,movie,BomBhaat,2020,136,"Action,Comedy,Sci-Fi",0.3065657661202926
28046,movie,Planeta bur,1962,78,"Adventure,Sci-Fi",0.3065478366572149
18844,movie,Five,1951,93,"Drama,Horror,Sci-Fi",0.30641858295710644
65920,movie,Species II,1998,93,"Action,Horror,Sci-Fi",0.30639605272452325
252388,movie,At First Light,2018,90,"Drama,Sci-Fi,Thriller",0.3063954783534778
23390,movie,The 27th Day,1957,75,Sci-Fi,0.3063926357293873
45638,movie,Android,1982,80,Sci-Fi,0.30634874026946673
221098,movie,Listening,2014,98,"Drama,Sci-Fi,Thriller",0.3060626735635376
165214,movie,Transfer,2010,93,"Drama,Sci-Fi",0.30576248936879313
19032,movie,The Man from Planet X,1951,71,"Horror,Romance,Sci-Fi",0.3056894012831069
124958,movie,Evil Aliens,2005,93,"Comedy,Horror,Sci-Fi",0.30556576042447925
22632,movie,The Black Sleep,1956,82,"Horror,Sci-Fi",0.3054691587034505
40233,movie,The Rat Savior,1976,80,"Horror,Sci-Fi",0.30543962779880024
210789,movie,The Scribbler,2014,88,"Mystery,Sci-Fi,Thriller",0.3053653778843616
89411,movie,Il signor Rossi cerca la felicità,1976,80,"Adventure,Animation,Sci-Fi",0.3052382829289843
227038,movie,Man Vs.,2015,84,"Horror,Sci-Fi,Thriller",0.30514066128588396
183235,movie,The Coming Days,2010,125,"Drama,Sci-Fi",0.3048697659449403
26984,movie,Gorgo,1961,78,"Horror,Sci-Fi",0.304529908415185
17920,movie,Atom Man vs. Superman,1950,252,"Family,Sci-Fi",0.3042871805084341
227473,movie,Boy 7,2015,90,"Action,Sci-Fi,Thriller",0.3042871459964811
23898,movie,The Monster That Challenged the World,1957,84,"Horror,Sci-Fi,Thriller",0.3042043830798741
49834,movie,Biggles: Adventures in Time,1986,108,"Adventure,Family,Sci-Fi",0.3041832383189957
215553,movie,The Gifted Hands,2013,107,"Drama,Mystery,Sci-Fi",0.30415125559500916
112456,movie,The Princess Blade,2001,92,"Action,Sci-Fi",0.3037078949736368
25245,movie,The Giant Behemoth,1959,80,"Horror,Sci-Fi",0.30360286977065676
248724,movie,Battle of Memories,2017,119,"Fantasy,Mystery,Sci-Fi",0.302972649904227
136548,movie,Wait 'Til You're Older,2005,92,"Comedy,Drama,Sci-Fi",0.3028578937610536
274716,movie,Cargo,2019,119,"Drama,Fantasy,Sci-Fi",0.3025187777021102
40959,movie,Damnation Alley,1977,91,Sci-Fi,0.30202896235573756
50061,movie,Ga-ga: Glory to the Heroes,1986,84,"Comedy,Horror,Sci-Fi",0.30188863514960906
228810,movie,Bokeh,2017,92,"Drama,Sci-Fi",0.30187453087856975
45568,movie,The War of the Worlds: Next Century,1981,96,"Sci-Fi,Thriller",0.30185358828644104
238399,movie,Devil's Gate,2017,94,"Horror,Sci-Fi,Thriller",0.30167487137147825
11445,movie,The Man with Nine Lives,1940,74,"Mystery,Sci-Fi",0.30164488208173307
55004,movie,Frankenstein Unbound,1990,85,"Drama,Horror,Sci-Fi",0.30156873515502425
207848,movie,Blood Glacier,2013,98,"Horror,Mystery,Sci-Fi",0.30125169466002427
23362,movie,World Without End,1956,80,"Adventure,Romance,Sci-Fi",0.30113270039533413
248662,movie,Rabid,2019,107,"Horror,Sci-Fi",0.3009807608547943
43210,movie,Meteor,1979,108,"Action,Drama,Sci-Fi",0.3009453786654751
241960,movie,Await Further Instructions,2018,91,"Horror,Mystery,Sci-Fi",0.300734965138035
59534,movie,RoboCop 3,1993,104,"Action,Crime,Sci-Fi",0.30045930576826313
53258,movie,Watchers,1988,91,"Action,Horror,Sci-Fi",0.300246018996005
134518,movie,First on the Moon,2005,75,"Mystery,Sci-Fi",0.3001777014138187
222820,movie,Nathan's Kingdom,2020,93,"Adventure,Drama,Sci-Fi",0.30006404496396766
203739,movie,RiffTrax Live: Plan 9 from Outer Space,2009,116,"Comedy,Sci-Fi",0.3000018198358582
174749,movie,Altitude,2010,90,"Horror,Mystery,Sci-Fi",0.2999839279545933
10601,movie,I Accuse,1938,104,"Drama,Horror,Sci-Fi",0.299899826402769
35056,movie,The Million Dollar Duck,1971,89,"Comedy,Family,Sci-Fi",0.29971715238586255
37685,movie,Sssssss,1973,99,"Horror,Sci-Fi",0.29956331256588803
233218,movie,Superlopez,2018,108,"Action,Comedy,Sci-Fi",0.29950263154890483
209883,movie,Space Station 76,2014,93,"Comedy,Drama,Sci-Fi",0.29943227991255444
23522,movie,The Mysterians,1957,89,"Action,Family,Sci-Fi",0.29939763923996665
45392,movie,I Want To,1979,139,"Action,Adventure,Sci-Fi",0.2992747338725125
233608,movie,Cold Ground,2017,86,"Horror,Mystery,Sci-Fi",0.29906802364523877
237836,movie,Jeruzalem,2015,94,"Horror,Sci-Fi,Thriller",0.2989849040578558
46548,movie,2019: After the Fall of New York,1983,96,"Action,Sci-Fi",0.2988611136728459
32896,movie,The Power,1968,108,"Sci-Fi,Thriller",0.2987790096137908
31830,movie,Son of Godzilla,1967,86,"Adventure,Sci-Fi",0.29871315009728655
11197,movie,The Devil Bat,1940,68,"Horror,Sci-Fi",0.2985555371425635
16186,movie,Krakatit,1948,110,"Mystery,Sci-Fi,Thriller",0.29841642745897523
232761,movie,Grain,2017,128,"Drama,Sci-Fi",0.29836129323003785
145495,movie,Dark Planet,2008,115,"Action,Adventure,Sci-Fi",0.2975017245148683
255342,movie,In My Room,2018,119,"Drama,Sci-Fi",0.29744733097040515
10827,movie,The Return of Doctor X,1939,62,"Horror,Mystery,Sci-Fi",0.297130465471351
45144,movie,Malevil,1981,120,"Drama,Sci-Fi",0.29710094595330233
11959,movie,The Devil Commands,1941,65,"Horror,Sci-Fi",0.29701872188691336
197251,movie,2067,2020,114,"Mystery,Sci-Fi",0.2968125826160736
69816,movie,New Rose Hotel,1998,93,"Drama,Mystery,Sci-Fi",0.29680018330225094
239146,movie,Lucy in the Sky,2019,124,"Drama,Romance,Sci-Fi",0.2967751933501208
270048,movie,Greatland,2020,104,"Fantasy,Sci-Fi",0.2966545533638722
34706,movie,On the Comet,1970,74,"Adventure,Comedy,Sci-Fi",0.296313294526545
159518,movie,Mousa,2021,105,"Action,Drama,Sci-Fi",0.2958361763210618
45917,movie,Forbidden World,1982,77,"Horror,Sci-Fi",0.2957829260034573
59270,movie,Man's Best Friend,1993,87,"Comedy,Horror,Sci-Fi",0.29575545365158584
29278,movie,The Earth Dies Screaming,1964,62,"Horror,Sci-Fi",0.29575257663544785
257300,movie,Mazinger Z: INFINITY,2017,95,"Action,Animation,Sci-Fi",0.29575257663544785
137380,movie,The Dark Hour,2006,92,"Horror,Mystery,Sci-Fi",0.29560499024683784
227429,movie,Genocidal Organ,2017,115,"Animation,Sci-Fi",0.2955635734724606
249417,movie,Starfish,2018,101,"Drama,Sci-Fi,Thriller",0.2953496367119899
24368,movie,The H-Man,1958,86,"Crime,Horror,Sci-Fi",0.2953387241751593
51496,movie,Making Mr. Right,1987,98,"Comedy,Romance,Sci-Fi",0.2952730412983468
141417,movie,Meatball Machine,2005,90,"Action,Horror,Sci-Fi",0.2951021763972999
111072,movie,Robot Stories,2003,85,"Drama,Romance,Sci-Fi",0.29505504592473736
215262,movie,Approaching the Unknown,2016,90,"Drama,Sci-Fi,Thriller",0.2948483237631275
78024,movie,The Adventure of Denchu-Kozo,1987,47,"Comedy,Horror,Sci-Fi",0.29483009515334396
51854,movie,Steel Dawn,1987,101,"Action,Adventure,Sci-Fi",0.2946465555473288
24803,movie,Monster on the Campus,1958,77,"Horror,Sci-Fi",0.2946210880946379
141014,movie,9 Miles Down,2009,86,"Horror,Mystery,Sci-Fi",0.29459628482939754
55625,movie,Spaced Invaders,1990,100,"Adventure,Comedy,Sci-Fi",0.29447898722018273
34728,movie,No Blade of Grass,1970,96,"Drama,Sci-Fi",0.2944691789108754
275485,movie,Fried Barry,2020,99,"Comedy,Horror,Sci-Fi",0.2944428879059596
43515,movie,Pilot Pirx's Inquest,1979,95,"Drama,Sci-Fi",0.29436585401655574
213522,movie,The Last Survivors,2014,95,"Action,Sci-Fi,Thriller",0.2942826350932198
254007,movie,The Humanity Bureau,2017,95,"Sci-Fi,Thriller",0.29423397926155326
202334,movie,August 8,2012,120,"Action,Drama,Sci-Fi",0.29420103471704473
222246,movie,Sprouting Orchids,2014,70,"Mystery,Romance,Sci-Fi",0.29417105043871405
44730,movie,The Boogens,1981,95,"Horror,Sci-Fi,Thriller",0.29406052375580655
11098,movie,Before I Hang,1940,62,"Crime,Horror,Sci-Fi",0.29400469826855796
218134,movie,Battle Drone,2018,93,"Action,Sci-Fi",0.2938838663820383
229993,movie,Inimigo Desconhecido: Enemy Unknown,2020,95,"Action,Horror,Sci-Fi",0.2938338128371899
270361,movie,Dark Encounter,2019,97,"Mystery,Sci-Fi,Thriller",0.2937770192281361
8730,movie,Skeleton on Horseback,1937,103,"Drama,Fantasy,Sci-Fi",0.29369223459973237
61262,movie,Tammy and the T-Rex,1994,82,"Comedy,Sci-Fi",0.2936527217646421
53496,movie,Bunker palace hôtel,1989,95,Sci-Fi,0.29363100207305054
47766,movie,Decoder,1984,87,"Horror,Mystery,Sci-Fi",0.29358156597976015
241029,movie,Erased,2016,120,"Drama,Mystery,Sci-Fi",0.29353207342033144
46528,movie,Zapped!,1982,98,"Comedy,Fantasy,Sci-Fi",0.2934260105028898
38763,movie,The Terminal Man,1974,107,"Horror,Sci-Fi,Thriller",0.2934165710843399
43972,movie,Golem,1980,92,Sci-Fi,0.29324574369238215
47436,movie,The Little Girl Who Conquered Time,1983,104,"Romance,Sci-Fi",0.2930518648306824
20334,movie,Donovan's Brain,1953,84,"Horror,Sci-Fi",0.2930256970962311
36119,movie,Brother John,1971,95,"Drama,Sci-Fi",0.29277769093136224
93942,movie,Rubber's Lover,1996,91,"Horror,Sci-Fi",0.2927219375601748
23344,movie,The Werewolf,1956,79,"Horror,Sci-Fi",0.29263317329212807
164569,movie,Songbird,2020,84,"Drama,Sci-Fi,Thriller",0.2925431584074386
47387,movie,Strange Invaders,1983,94,"Horror,Mystery,Sci-Fi",0.292519724811533
97120,movie,Xchange,2001,110,"Sci-Fi,Thriller",0.2924763187082842
257937,movie,Life Like,2019,95,"Drama,Sci-Fi,Thriller",0.29244613812918074
23481,movie,The Black Scorpion,1957,88,"Horror,Sci-Fi",0.292310843324578
76428,movie,Mobile Suit Gundam 0083: The Afterglow of Zeon,1992,120,"Action,Animation,Sci-Fi",0.29206635637458356
44663,movie,Contamination,1980,95,"Horror,Sci-Fi",0.2920358772823784
230178,movie,Amelia 2.0,2017,89,"Drama,Romance,Sci-Fi",0.291794512374828
24339,movie,Attack of the 50 Foot Woman,1958,65,"Horror,Sci-Fi",0.29167449055598427
200809,movie,Mardock Scramble: The Second Combustion,2011,64,"Animation,Sci-Fi,Thriller",0.291637463337043
246511,movie,Theta States,2017,95,"Horror,Sci-Fi,Thriller",0.2915356489660819
223921,movie,The Zohar Secret,2016,124,"Comedy,Drama,Sci-Fi",0.29149536862808356
143455,movie,Chrysalis,2007,94,"Crime,Drama,Sci-Fi",0.2912227703829191
45186,movie,Modern Problems,1981,93,"Comedy,Fantasy,Sci-Fi",0.29079225986267637
122123,movie,Patalghar,2003,141,"Fantasy,Sci-Fi",0.29066934294062824
127413,movie,Abominable,2006,94,"Horror,Sci-Fi,Thriller",0.2906449515051429
227984,movie,Beyond the Sky,2018,82,"Mystery,Sci-Fi,Thriller",0.2906144149775542
39718,movie,The Ultimate Warrior,1975,94,"Action,Sci-Fi",0.29060681254931675
85210,movie,Maybe,1999,109,"Comedy,Drama,Sci-Fi",0.2905870889553267
44854,movie,The Strange Case of Dr. Jekyll and Miss Osbourne,1981,91,"Horror,Sci-Fi",0.29055380050080815
249948,movie,A Mãe é que Sabe,2016,88,"Comedy,Drama,Sci-Fi",0.29050777764670715
165737,movie,Kenny Begins,2009,87,"Action,Comedy,Sci-Fi",0.29048758765571847
115808,movie,Alien Hunter,2003,92,"Action,Adventure,Sci-Fi",0.2904306265126631
25288,movie,"Caltiki, the Immortal Monster",1959,77,"Adventure,Horror,Sci-Fi",0.29010945935887644
54078,movie,Moon 44,1990,98,"Action,Sci-Fi,Thriller",0.2899703647366339
76525,movie,Top of the Food Chain,1999,99,"Comedy,Horror,Sci-Fi",0.28966952631449555
46047,movie,Jekyll and Hyde... Together Again,1982,87,"Comedy,Music,Sci-Fi",0.28954516765122074
44424,movie,Simon,1980,97,"Comedy,Sci-Fi",0.28943034099361614
31848,movie,Late August at the Hotel Ozone,1967,77,"Drama,Sci-Fi",0.28926018925171587
234695,movie,The Empire of Corpses,2015,120,"Animation,Sci-Fi,Thriller",0.28908615078568345
179709,movie,The Show Must Go On,2010,80,"Drama,Sci-Fi,Thriller",0.2888728097917263
193427,movie,Firestarter,2022,94,"Drama,Horror,Sci-Fi",0.28857295581271364
168096,movie,The Clone Returns Home,2008,110,"Drama,Fantasy,Sci-Fi",0.2885195666919639
238097,movie,Rupture,2016,102,"Horror,Sci-Fi,Thriller",0.28851118601307546
246935,movie,Kill Switch,2017,91,"Action,Sci-Fi,Thriller",0.28844902794743793
187533,movie,Evidence,2012,78,"Horror,Sci-Fi",0.288243819446944
25076,movie,The Crawling Eye,1958,84,"Horror,Sci-Fi",0.28816170195417495
67991,movie,To the Stars by Hard Ways,1981,148,Sci-Fi,0.2879216941033321
23813,movie,The Land Unknown,1957,78,"Adventure,Fantasy,Sci-Fi",0.28791100699660693
187327,movie,Consilium,2021,\N,"Sci-Fi,Thriller",0.2878772343597497
41386,movie,The People That Time Forgot,1977,91,"Adventure,Sci-Fi",0.2876634734601683
213210,movie,App,2013,75,"Sci-Fi,Thriller",0.28760976089806617
193642,movie,Never Open the Door,2014,64,"Horror,Mystery,Sci-Fi",0.2873293280183487
235280,movie,Journey to Space,2015,45,"Adventure,Documentary,Sci-Fi",0.2873123585863429
44831,movie,Strange Behavior,1981,99,"Horror,Mystery,Sci-Fi",0.2872431068661049
31945,movie,Night of the Big Heat,1967,94,"Horror,Mystery,Sci-Fi",0.2872431068661049
245047,movie,Hot Wheels Acceleracers the Ultimate Race,2005,60,"Action,Animation,Sci-Fi",0.28710635487577835
256318,movie,Volition,2019,91,"Sci-Fi,Thriller",0.287087320762242
46547,movie,1990: The Bronx Warriors,1982,92,"Action,Sci-Fi,Thriller",0.2870688738539692
242780,movie,The Northlander,2016,98,"Adventure,Fantasy,Sci-Fi",0.28678892497514824
20580,movie,The Magnetic Monster,1953,76,"Horror,Sci-Fi",0.2867314283244831
39855,movie,At the Earth's Core,1976,89,"Adventure,Fantasy,Sci-Fi",0.2866884027228432
26644,movie,Visit to a Small Planet,1960,85,"Comedy,Sci-Fi",0.28665920245817134
29012,movie,Unearthly Stranger,1963,78,"Horror,Mystery,Sci-Fi",0.28662089607704716
182299,movie,Hooked,2009,90,"Action,Drama,Sci-Fi",0.2866011661826135
47964,movie,Impulse,1984,91,"Horror,Mystery,Sci-Fi",0.2862786840244707
276973,movie,Skylines,2020,113,"Action,Adventure,Sci-Fi",0.28618780783344333
53643,movie,Dr. Caligari,1989,80,"Comedy,Horror,Sci-Fi",0.28614665166782527
273071,movie,Proximity,2020,119,"Drama,Sci-Fi",0.286057125901812
42591,movie,Warlords of the Deep,1978,96,"Adventure,Fantasy,Sci-Fi",0.28600656116607154
8060,movie,Rocket Ship,1938,72,"Family,Sci-Fi",0.28599432895115123
42209,movie,The Manitou,1978,104,"Horror,Sci-Fi",0.2859541349643793
53507,movie,The Caller,1987,97,"Mystery,Sci-Fi,Thriller",0.2858263670096281
58720,movie,Future Cops,1993,95,"Action,Comedy,Sci-Fi",0.2857323507220881
52943,movie,Pulse,1988,91,"Horror,Sci-Fi",0.28557851060122974
80681,movie,Universal Soldier: The Return,1999,83,"Action,Sci-Fi",0.2855309833394437
44592,movie,Without Warning,1980,89,"Horror,Sci-Fi,Thriller",0.2855302021095535
197172,movie,A Little Bit Zombie,2012,87,"Comedy,Horror,Sci-Fi",0.28546660013320757
25206,movie,The Angry Red Planet,1959,83,"Adventure,Horror,Sci-Fi",0.2854421680375133
263486,movie,Radioflash,2019,103,"Drama,Romance,Sci-Fi",0.2852834230656972
217485,movie,Skinwalker Ranch,2013,86,"Horror,Mystery,Sci-Fi",0.2852513761496852
25194,movie,The Alligator People,1959,74,"Horror,Mystery,Sci-Fi",0.2851192943840601
175536,movie,Outpost: Black Sun,2012,101,"Action,Horror,Sci-Fi",0.28495790350100253
56818,movie,Scanners II: The New Order,1991,104,"Action,Horror,Sci-Fi",0.2846377259034532
65683,movie,Star Kid,1997,101,"Adventure,Family,Sci-Fi",0.28462614465520303
646,movie,A Trip to Mars,1918,97,"Adventure,Fantasy,Sci-Fi",0.28447773081272154
69881,movie,Temmink: The Ultimate Fight,1998,90,"Action,Sci-Fi",0.2843548295451981
43571,movie,The Visitor,1979,108,"Horror,Sci-Fi",0.2842869093506989
147477,movie,The Changed,2021,78,"Horror,Sci-Fi,Thriller",0.2842464345186014
249658,movie,The Beyond,2017,103,"Drama,Sci-Fi",0.28422536703373824
218536,movie,The Anomaly,2014,97,"Action,Mystery,Sci-Fi",0.28421517036162297
150721,movie,Sexy Killer: You'll Die for Her,2008,100,"Comedy,Horror,Sci-Fi",0.2840614960755141
172407,movie,Branded,2012,112,"Drama,Fantasy,Sci-Fi",0.2840083832285714
107171,movie,Stranded,2001,95,"Drama,Sci-Fi",0.2839104076382788
58663,movie,Body Melt,1993,81,"Comedy,Horror,Sci-Fi",0.2837922529127181
263765,movie,Some Time Later,2018,99,"Comedy,Sci-Fi",0.2837907565942653
176847,movie,Primal,2010,80,"Adventure,Horror,Sci-Fi",0.28376188248535594
50224,movie,The Kindred,1987,93,"Horror,Sci-Fi,Thriller",0.283610193926968
34676,movie,The Mind of Mr. Soames,1970,98,"Drama,Sci-Fi",0.2833821370459315
40961,movie,Day of the Animals,1977,97,"Horror,Sci-Fi,Thriller",0.28334071494441165
173670,movie,Happy End,2009,130,"Comedy,Drama,Sci-Fi",0.28332119066193123
69485,movie,Wing Commander,1999,100,"Action,Adventure,Sci-Fi",0.28330326568437747
34125,movie,"I Killed Einstein, Gentlemen",1970,95,"Comedy,Romance,Sci-Fi",0.2831588521619304
23560,movie,The Deadly Mantis,1957,79,"Family,Horror,Sci-Fi",0.283082769561193
43993,movie,Hangar 18,1980,97,Sci-Fi,0.2829513324188628
105880,movie,Final,2001,111,"Drama,Sci-Fi,Thriller",0.2828959565953321
267655,movie,Antariksham 9000 kmph,2018,140,"Adventure,Drama,Sci-Fi",0.2826468482472241
47426,movie,Timerider: The Adventure of Lyle Swann,1982,94,"Action,Adventure,Sci-Fi",0.2825532329723383
22717,movie,Day the World Ended,1955,79,"Horror,Sci-Fi",0.2825371377467473
48338,movie,Lensman,1984,107,"Adventure,Animation,Sci-Fi",0.282415461122106
189908,movie,State of Emergency,2011,90,"Horror,Sci-Fi,Thriller",0.28223586075337265
156492,movie,ZMD: Zombies of Mass Destruction,2009,89,"Comedy,Horror,Sci-Fi",0.2821883764351333
137737,movie,Dante 01,2008,82,"Adventure,Sci-Fi,Thriller",0.28183887138772507
